ASIN,Group_int,TF_IDF 
0140445757,0,"  (0, 311)	0.49742248566018005
  (0, 249)	0.48657354912202816
  (0, 604)	0.4691517723848383
  (0, 577)	0.4073928430009628
  (0, 150)	0.3602009688968078"
1740590317,0,"  (0, 594)	0.7013204669782988
  (0, 464)	0.7128461282754793"
B000003G8K,1,"  (0, 729)	0.6441303675997657
  (0, 560)	0.5681555069824826
  (0, 471)	0.5121478198931133"
076790396X,0,"  (0, 98)	0.7963628209920895
  (0, 382)	0.37346494088660237
  (0, 359)	0.2552648670602188
  (0, 823)	0.4014598895466601"
0971229007,0,"  (0, 622)	0.5437097993535368
  (0, 72)	0.45760607446139695
  (0, 785)	0.46036505683461965
  (0, 28)	0.5320153655192907"
0425178242,0,"  (0, 700)	1.0"
157224044X,0,"  (0, 259)	0.487489854206254
  (0, 701)	0.42410899435872185
  (0, 366)	0.4332098011557778
  (0, 608)	0.40762808806170375
  (0, 606)	0.39335934824276897
  (0, 359)	0.27188643972392973"
0822313189,0,"  (0, 757)	1.0"
0825424798,0,"  (0, 148)	0.6030523278972529
  (0, 448)	0.5466377975269264
  (0, 764)	0.5809604187314444"
0942639804,0,"  (0, 1)	0.5232762284998029
  (0, 553)	0.5342884613066465
  (0, 703)	0.6638658213838081"
B00006IXGI,1,"  (0, 460)	1.0"
0805353402,0,"  (0, 559)	0.49210186825921437
  (0, 41)	0.4106894928310959
  (0, 14)	0.40620590439767834
  (0, 215)	0.38971365841551786
  (0, 252)	0.2885737223666979
  (0, 52)	0.43475869878613504"
0471152803,0,"  (0, 858)	0.7111345101996206
  (0, 556)	0.7030559781433807"
0440404665,0,"  (0, 755)	0.41084351842445366
  (0, 565)	0.4153246493986208
  (0, 352)	0.8116113842046132"
B000063KGB,1,"  (0, 103)	0.6558058715401923
  (0, 157)	0.5081665572770246
  (0, 707)	0.5582879265384709"
B000003BI0,1,
B000005ALX,1,"  (0, 639)	1.0"
B000003NI2,1,
B0000542CD,2,"  (0, 235)	1.0"
0679847154,0,
0966276132,0,"  (0, 521)	1.0"
B000087F31,2,
0300082533,0,"  (0, 654)	0.799645529021806
  (0, 339)	0.600472337344058"
1580171583,0,"  (0, 754)	0.5848499439281983
  (0, 356)	0.2771351725848221
  (0, 865)	0.5325737745654532
  (0, 85)	0.20065515200495254
  (0, 184)	0.5071975195350815"
0781718260,0,"  (0, 367)	0.3773533249875074
  (0, 717)	0.42778084313660714
  (0, 61)	0.4171452601182502
  (0, 152)	0.42494311513830146
  (0, 28)	0.42778084313660714
  (0, 868)	0.37016854197645316"
069100840X,0,"  (0, 388)	0.8460532301336081
  (0, 876)	0.5330984259782502"
B000083C8K,2,"  (0, 808)	0.7246083104878205
  (0, 779)	0.6891609364814479"
0764806599,0,"  (0, 271)	1.0"
0516264737,0,"  (0, 644)	1.0"
0876057423,0,"  (0, 233)	0.46748207086993293
  (0, 651)	0.4386002227894597
  (0, 623)	0.48485773163751367
  (0, 812)	0.4625414603150599
  (0, 101)	0.3742442191205256"
B00008K76X,2,"  (0, 735)	0.42531219224465666
  (0, 614)	0.47865251710659557
  (0, 323)	0.4438744916670583
  (0, 650)	0.40932089656575293
  (0, 157)	0.378602301229478
  (0, 252)	0.28651953472883307"
0531303365,0,"  (0, 459)	1.0"
0804717478,0,"  (0, 875)	0.705070285257291
  (0, 461)	0.7091374287450932"
B000005H9G,1,"  (0, 207)	1.0"
0687034140,0,"  (0, 139)	0.789964622435543
  (0, 378)	0.6131524241983146"
0811833828,0,"  (0, 502)	1.0"
0395835852,0,"  (0, 755)	0.5117051700876011
  (0, 533)	0.5378686275233727
  (0, 85)	0.4839320116088529
  (0, 39)	0.46331950808481154"
1931514585,0,
0201328194,0,"  (0, 718)	0.860375645396091
  (0, 100)	0.5096604249981155"
0849937221,0,
0679457607,0,"  (0, 394)	0.6004973761724339
  (0, 322)	0.5336503776974192
  (0, 343)	0.5954999375259618"
B00006GE8W,1,"  (0, 803)	1.0"
B0000013SB,1,"  (0, 80)	1.0"
B00000FC65,1,"  (0, 297)	0.8329867306829721
  (0, 841)	0.5532929662539491"
1581800304,0,
013093058X,0,"  (0, 215)	0.6729508561937305
  (0, 824)	0.7396871941220322"
0440236681,0,
0375754865,0,"  (0, 362)	0.6657485235692869
  (0, 120)	0.7461761878841449"
B00000JSWI,1,
B000000DRF,1,"  (0, 538)	1.0"
0875523757,0,"  (0, 138)	0.7228653059391242
  (0, 430)	0.6909889647957747"
0664257046,0,"  (0, 288)	0.7672464959436888
  (0, 339)	0.6413523325459503"
0520214846,0,"  (0, 320)	0.5689151185577019
  (0, 149)	0.532531546209156
  (0, 137)	0.5263353394898861
  (0, 100)	0.34017179567481487"
B00003ETJV,2,
1570761965,0,"  (0, 218)	0.6309260042926
  (0, 560)	0.5189671409344162
  (0, 733)	0.5767195884810329"
0964243512,0,"  (0, 178)	0.7266874076258921
  (0, 734)	0.6869682755396791"
0688100120,0,"  (0, 728)	0.6773029698930134
  (0, 309)	0.7357042116055227"
B000000NGH,1,"  (0, 863)	0.8355079462378358
  (0, 841)	0.5494783633351126"
B000000NG9,1,"  (0, 589)	0.6242455039205599
  (0, 376)	0.6609524248449788
  (0, 703)	0.4164846250781759"
0500202575,0,"  (0, 55)	0.4711002323633203
  (0, 193)	0.4955836144995065
  (0, 58)	0.3695323713840237
  (0, 519)	0.39899460281829335
  (0, 876)	0.3362616360364962
  (0, 378)	0.3516229481391418"
B00006LPH9,2,
B00007L4OM,2,
1570541175,0,"  (0, 752)	0.870022014623329
  (0, 100)	0.4930128741430227"
B000002KC6,1,
0471056618,0,"  (0, 588)	1.0"
B00008AOWX,2,
0687391202,0,"  (0, 727)	1.0"
0375760091,0,"  (0, 662)	0.49153454748421743
  (0, 756)	0.51865295525946
  (0, 757)	0.37396510225736174
  (0, 510)	0.4831633582470113
  (0, 39)	0.34072888367619414"
0688132855,0,"  (0, 95)	0.4760094692043874
  (0, 459)	0.8794401544322146"
1880000857,0,"  (0, 135)	0.6559867699792047
  (0, 602)	0.7547723879503342"
0393324702,0,"  (0, 95)	0.7253915060488326
  (0, 252)	0.5057962464105614
  (0, 359)	0.4668804130279968"
0440413796,0,"  (0, 659)	1.0"
0802436684,0,"  (0, 467)	0.5444951757848355
  (0, 470)	0.46282492177815177
  (0, 142)	0.5316935272550598
  (0, 322)	0.4545548244196311"
B00006L3QM,1,"  (0, 460)	1.0"
1885477368,0,"  (0, 759)	0.6692212695105313
  (0, 66)	0.7430631819937743"
0740702041,0,"  (0, 761)	0.4286967605314285
  (0, 102)	0.4682255694354112
  (0, 335)	0.44532027475565505
  (0, 133)	0.3676559360013379
  (0, 101)	0.3308955883672049
  (0, 253)	0.39244232550833913"
039309040X,0,"  (0, 643)	1.0"
0689830831,0,"  (0, 452)	0.8111374226525698
  (0, 757)	0.5848556074558459"
0141001844,0,
B00006AWM0,1,"  (0, 86)	0.6150632452527349
  (0, 268)	0.5019369230036381
  (0, 678)	0.6080760887132578"
1556431929,0,"  (0, 784)	0.7617461478157518
  (0, 268)	0.6478756101967899"
0767907981,0,"  (0, 524)	0.47689190630866723
  (0, 757)	0.38523040694130634
  (0, 66)	0.5018949986636672
  (0, 657)	0.45413925158207974
  (0, 533)	0.40746851872750467"
0631225862,0,"  (0, 758)	0.5020694803675756
  (0, 558)	0.4958987445471375
  (0, 120)	0.40915676628246983
  (0, 367)	0.4005114468704951
  (0, 482)	0.41736314352249687"
0198287976,0,"  (0, 221)	0.5085364092765529
  (0, 631)	0.611746903664265
  (0, 764)	0.47172617889087903
  (0, 449)	0.38030363980154774"
B00000IPXI,1,"  (0, 766)	0.7892219698701645
  (0, 85)	0.6141080379495593"
B00000IPXY,1,"  (0, 511)	0.7419275060021515
  (0, 571)	0.6704801084576838"
0140071083,0,"  (0, 385)	0.6543500413413262
  (0, 376)	0.7561917900880734"
0803272642,0,"  (0, 881)	0.6757728293136055
  (0, 411)	0.7371099532372933"
0201603365,0,"  (0, 826)	0.3169656089506952
  (0, 588)	0.9011780165353508
  (0, 519)	0.2340672978631039
  (0, 703)	0.18061972574165616"
0064440028,0,"  (0, 229)	1.0"
1587152886,0,"  (0, 306)	0.7183248367615498
  (0, 443)	0.6957078617433418"
0755200640,0,"  (0, 242)	0.7510195662200477
  (0, 881)	0.6602799490781553"
0393319806,0,"  (0, 497)	0.6805198310292829
  (0, 353)	0.5543147657886038
  (0, 378)	0.47919505423637426"
0192832956,0,"  (0, 563)	0.6577220986483239
  (0, 150)	0.568252274999839
  (0, 876)	0.49446030468294633"
0028642066,0,"  (0, 368)	0.48206614789136165
  (0, 389)	0.5135265718804319
  (0, 14)	0.4406308978381267
  (0, 252)	0.3130296655029497
  (0, 170)	0.35814825944458883
  (0, 359)	0.28894524338047983"
B00008ZZ7B,2,
0790729601,2,
1587283611,0,"  (0, 477)	0.6177031084399873
  (0, 689)	0.5268692450734425
  (0, 871)	0.5838250323678473"
081182358X,0,"  (0, 58)	0.6580782207535378
  (0, 868)	0.7529495702700533"
B000025BDK,1,
B00000IAU3,1,"  (0, 44)	1.0"
0425183750,0,"  (0, 94)	1.0"
0395873312,0,"  (0, 78)	0.3769211913465271
  (0, 19)	0.6950030149260141
  (0, 85)	0.5237056057357198
  (0, 245)	0.3172280934574492"
1571201769,0,"  (0, 626)	0.5358937423661038
  (0, 636)	0.5487965199765337
  (0, 6)	0.4811755984782469
  (0, 382)	0.4243940621446051"
B000040OAN,1,"  (0, 547)	1.0"
0915144867,0,"  (0, 696)	1.0"
1573301183,2,
0425182134,0,
1402200552,0,"  (0, 725)	0.5623099785551074
  (0, 176)	0.5243771725470898
  (0, 678)	0.5623099785551074
  (0, 359)	0.3043740411832598"
0873529863,0,"  (0, 877)	0.5285839025356226
  (0, 362)	0.3843338837017939
  (0, 566)	0.5285839025356226
  (0, 657)	0.44930022197462616
  (0, 252)	0.3026795208346126"
0312924291,0,
0395389496,0,
0071373500,0,"  (0, 701)	0.5556620447945332
  (0, 660)	0.5814096610412668
  (0, 61)	0.5943084199493036"
0823048373,0,"  (0, 72)	0.4785382013437319
  (0, 785)	0.48142338695665243
  (0, 608)	0.4875290034656032
  (0, 185)	0.5491340302018506"
6303014011,3,
6304803737,2,"  (0, 379)	0.5841264750968198
  (0, 353)	0.565324662701233
  (0, 842)	0.5824124713917975"
B00002S82N,1,"  (0, 778)	1.0"
0130749214,0,"  (0, 398)	1.0"
6301320409,3,"  (0, 48)	0.5713067366405226
  (0, 817)	0.48287241253921037
  (0, 744)	0.44353760692749356
  (0, 703)	0.3296045466362646
  (0, 841)	0.3675296994195894"
0321159985,0,"  (0, 456)	0.6493855895311897
  (0, 211)	0.5421193166762479
  (0, 95)	0.5332963553182295"
0385498721,0,"  (0, 549)	1.0"
B000001ZGN,1,"  (0, 460)	1.0"
0373239963,0,"  (0, 735)	0.8293603102551111
  (0, 252)	0.5587141270574297"
0440405653,0,"  (0, 234)	0.5731032065162687
  (0, 290)	0.6301273033182739
  (0, 344)	0.5239201239631964"
9810248237,0,"  (0, 505)	0.5718688394129949
  (0, 493)	0.6143005425906656
  (0, 53)	0.5436918924181673"
0887306012,0,"  (0, 617)	1.0"
0201758334,0,"  (0, 852)	0.8664330804932197
  (0, 359)	0.49929321748550737"
0762411147,0,
0764524984,0,"  (0, 241)	1.0"
B00000JBJK,3,"  (0, 545)	1.0"
B00005Y6XO,2,"  (0, 860)	0.6343679945507136
  (0, 243)	0.5804926713336771
  (0, 460)	0.5104953535710168"
0823416836,0,
0674990447,0,"  (0, 149)	0.5832447456488975
  (0, 463)	0.6574697555858544
  (0, 448)	0.47703153686400007"
0553285793,0,"  (0, 860)	0.5834269762468479
  (0, 40)	0.5461153335993734
  (0, 680)	0.6011414191312264"
044842682X,0,"  (0, 301)	0.5771997016568846
  (0, 789)	0.5829659010445758
  (0, 356)	0.571831498456048"
0809244365,0,"  (0, 538)	0.5646894111562082
  (0, 635)	0.6039636409401388
  (0, 182)	0.5624533663783924"
0671894412,0,"  (0, 503)	1.0"
0061310085,0,"  (0, 354)	1.0"
0813920418,0,"  (0, 731)	0.4097572299634706
  (0, 652)	0.4590637639603988
  (0, 75)	0.4210673132214561
  (0, 146)	0.4210673132214561
  (0, 703)	0.26159295773112534
  (0, 39)	0.30158178459075813
  (0, 845)	0.32769141009895053"
0971164738,0,"  (0, 18)	0.6476678423433028
  (0, 275)	0.6537479771272972
  (0, 252)	0.39133099595654025"
0962959375,0,"  (0, 504)	0.5730597541269887
  (0, 29)	0.5858370391156831
  (0, 800)	0.5730597541269887"
0802811434,0,
047129313X,0,"  (0, 835)	0.717600864089101
  (0, 351)	0.6964545928189256"
0425096440,0,"  (0, 483)	0.7439804335293372
  (0, 477)	0.668201402666516"
0815761112,0,"  (0, 740)	0.8877368290608164
  (0, 248)	0.4603513031686205"
0201758342,0,"  (0, 852)	0.8664330804932197
  (0, 359)	0.49929321748550737"
0415255171,0,"  (0, 813)	0.6044715536412828
  (0, 260)	0.6044715536412828
  (0, 764)	0.5188721245904309"
B000005HEQ,1,"  (0, 656)	1.0"
078795943X,0,"  (0, 661)	0.6482231768680208
  (0, 827)	0.7614504008608379"
B000005HE9,1,
B000005HE1,1,
B00005ARS8,1,
1568981546,0,"  (0, 55)	1.0"
0684833395,0,
1575846586,0,"  (0, 644)	0.6026714911098083
  (0, 616)	0.625051472987766
  (0, 744)	0.49608238218999906"
156397276X,0,"  (0, 591)	0.6837593971406962
  (0, 374)	0.6183403246924204
  (0, 100)	0.3874639721071674"
0787955086,0,"  (0, 610)	0.48979444446479564
  (0, 607)	0.4791118778379864
  (0, 785)	0.388049480435969
  (0, 768)	0.4583021713198339
  (0, 823)	0.4122255828825774"
1555520294,0,"  (0, 367)	1.0"
0812574508,0,"  (0, 207)	1.0"
1882484002,0,"  (0, 639)	1.0"
0345410319,0,"  (0, 526)	0.760276555392599
  (0, 93)	0.6495995376540568"
0811806197,0,"  (0, 870)	0.6505392155844675
  (0, 204)	0.7594726650688263"
0064434222,0,"  (0, 468)	1.0"
0967759404,0,"  (0, 492)	0.7409686883464881
  (0, 823)	0.6715395765627556"
B000003OZA,1,"  (0, 157)	0.6554222933069307
  (0, 199)	0.7552626148806013"
0393731065,0,"  (0, 873)	0.463790113492265
  (0, 505)	0.41629566229623527
  (0, 828)	0.45920269892197124
  (0, 785)	0.37563984717755483
  (0, 215)	0.3712164108990689
  (0, 362)	0.3490309656385594"
1563380544,0,"  (0, 171)	0.36347856076968066
  (0, 880)	0.6899835862753005
  (0, 139)	0.3370020314604871
  (0, 165)	0.3524088323474106
  (0, 613)	0.3924839260485909"
0684826356,0,
1559637846,0,"  (0, 595)	0.5915750481769607
  (0, 261)	0.5788511000945057
  (0, 145)	0.561222207591438"
029270495X,0,"  (0, 244)	0.5175636390989544
  (0, 576)	0.48780563474683064
  (0, 508)	0.5124443428699363
  (0, 849)	0.48122171361285027"
0875163238,0,"  (0, 875)	1.0"
1571742344,0,"  (0, 177)	0.6883114189010525
  (0, 803)	0.48729879580820284
  (0, 764)	0.5373707046483787"
B00004TQ7C,1,"  (0, 382)	1.0"
0440498058,0,"  (0, 803)	1.0"
089898551X,0,
0679883568,0,"  (0, 652)	1.0"
1556618859,0,"  (0, 737)	1.0"
B000001GPX,1,"  (0, 547)	0.7215651288683489
  (0, 80)	0.6923465640856485"
1931682046,0,
B000001GP3,1,"  (0, 547)	1.0"
0806513284,0,"  (0, 156)	0.39521053007410695
  (0, 283)	0.39892066223415135
  (0, 755)	0.6051354901820948
  (0, 148)	0.3337935719946093
  (0, 712)	0.3699358090396016
  (0, 841)	0.2649742047229892"
0195143469,0,"  (0, 871)	1.0"
0764551086,0,"  (0, 241)	1.0"
B0000508C7,1,"  (0, 526)	1.0"
080782481X,0,"  (0, 116)	0.5573917857347025
  (0, 146)	0.5112567796818464
  (0, 510)	0.5192514268431238
  (0, 845)	0.39788045710515574"
042518174X,0,
1841763446,0,"  (0, 503)	0.6451380404328614
  (0, 57)	0.7640660369277303"
B00000582P,1,
B0000507EL,1,"  (0, 828)	1.0"
0415161363,0,"  (0, 82)	0.6170672279100339
  (0, 185)	0.5640514978367653
  (0, 703)	0.3600959027494035
  (0, 170)	0.4140107303568594"
1557997926,0,"  (0, 348)	0.6128569500630798
  (0, 660)	0.5764228695757858
  (0, 427)	0.5405025755622229"
B00005MLR9,1,"  (0, 841)	1.0"
B00000FCDU,1,
1888344091,0,"  (0, 621)	0.31713447184228666
  (0, 447)	0.30253790369964106
  (0, 878)	0.8510549708508007
  (0, 53)	0.2891400701813626"
0870126458,0,"  (0, 659)	0.7437013997675069
  (0, 390)	0.6685119505168556"
081221692X,0,"  (0, 793)	0.363397021964271
  (0, 679)	0.36757267025167056
  (0, 654)	0.37214657544477087
  (0, 43)	0.6187201997024331
  (0, 533)	0.2838191843556018
  (0, 532)	0.27808225062523245
  (0, 876)	0.23160766363700697"
1887123482,0,"  (0, 656)	1.0"
0060920084,0,"  (0, 808)	0.566595977281289
  (0, 470)	0.48760370910891354
  (0, 719)	0.5223716807334075
  (0, 38)	0.4102919065246668"
067944484X,0,"  (0, 714)	0.9083837543951733
  (0, 868)	0.4181374830733659"
B00005NT40,1,"  (0, 539)	1.0"
039585993X,0,"  (0, 294)	0.6271221222147995
  (0, 339)	0.47678043598689757
  (0, 39)	0.4171142512183019
  (0, 845)	0.45322616994117326"
B00000K2MM,1,"  (0, 438)	1.0"
1931128022,0,
0866904638,0,"  (0, 62)	0.8293960072409996
  (0, 378)	0.5586611344748154"
0446676500,0,"  (0, 422)	0.657086457239087
  (0, 488)	0.7538152212001198"
0486254895,0,"  (0, 212)	0.7071067811865476
  (0, 56)	0.7071067811865476"
B00008S6C7,1,
0520218124,0,"  (0, 374)	0.4542781641684903
  (0, 798)	0.42499920836479804
  (0, 441)	0.49616575557087944
  (0, 272)	0.4607614287845983
  (0, 196)	0.39309727955323615"
0550142304,0,"  (0, 225)	1.0"
B000000NKR,1,"  (0, 589)	0.7352332066877715
  (0, 369)	0.6778142310276591"
0873586883,0,"  (0, 468)	0.5404881636966274
  (0, 335)	0.5255093488468046
  (0, 207)	0.4232841779933467
  (0, 210)	0.5025365398047709"
B00005LVXT,1,
0814657567,0,"  (0, 795)	0.3600879901601808
  (0, 72)	0.32632194268231013
  (0, 838)	0.40532806954114586
  (0, 139)	0.7034972228460316
  (0, 764)	0.32349875201677897"
1565076370,0,"  (0, 685)	0.6277975676408274
  (0, 484)	0.5149239245676407
  (0, 487)	0.583715312435882"
0877289190,0,"  (0, 100)	0.2726027767784336
  (0, 476)	0.9621266684240114"
0515121959,0,
0800785991,0,"  (0, 738)	0.5966402380907134
  (0, 609)	0.5807516131667388
  (0, 339)	0.5538483457547628"
0446530603,0,"  (0, 694)	0.40900479483741914
  (0, 37)	0.469087115035075
  (0, 757)	0.33822657166572273
  (0, 597)	0.41128772705243816
  (0, 8)	0.43026103713919356
  (0, 7)	0.3794640800171571"
0072191783,0,"  (0, 650)	0.4246137459622427
  (0, 696)	0.40743036760513707
  (0, 456)	0.5190572544167482
  (0, 651)	0.4246137459622427
  (0, 252)	0.29722433902913464
  (0, 170)	0.34006482905323826"
B00005UF7R,2,"  (0, 69)	0.7071067811865476
  (0, 238)	0.7071067811865476"
B00005UF7Q,2,"  (0, 69)	0.7071067811865476
  (0, 238)	0.7071067811865476"
0684826224,0,
0688115330,0,
B0000028ZN,1,"  (0, 706)	0.8333386523147308
  (0, 170)	0.5527627796426495"
0801020565,0,"  (0, 270)	0.6972816221623243
  (0, 139)	0.6373935783552106
  (0, 52)	0.32791426572538357"
0849917077,0,"  (0, 549)	1.0"
0812690095,0,"  (0, 648)	0.6813703851684768
  (0, 42)	0.6204668422620947
  (0, 703)	0.38827219301498606"
0375724427,0,"  (0, 755)	0.4497891889359385
  (0, 836)	0.5071267097151877
  (0, 397)	0.5014814452105119
  (0, 411)	0.5376137516092522"
B000063WOV,3,"  (0, 68)	1.0"
B00000347B,1,"  (0, 85)	1.0"
1584710616,0,
0871202697,0,"  (0, 622)	0.6171099551123689
  (0, 609)	0.5257634113802498
  (0, 783)	0.5854469562266187"
071468063X,0,"  (0, 722)	0.46155376595192243
  (0, 605)	0.44039795654879726
  (0, 703)	0.2845824326796094
  (0, 378)	0.6500156845504685
  (0, 543)	0.2991825694317483"
B000005DCA,1,"  (0, 841)	1.0"
0439078172,0,
081352492X,0,"  (0, 302)	0.49461899054078656
  (0, 733)	0.4813332716347103
  (0, 689)	0.40802839567884
  (0, 298)	0.4813332716347103
  (0, 39)	0.354261832196213"
0136032915,0,"  (0, 335)	0.34507185251193995
  (0, 746)	0.7346711788376469
  (0, 113)	0.5841093010638336"
0963226886,0,"  (0, 264)	0.5259276764908849
  (0, 785)	0.46393101605859954
  (0, 608)	0.4698147868670101
  (0, 28)	0.5361363235976839"
1861007868,0,"  (0, 852)	0.5094704276237403
  (0, 622)	0.5133430785932355
  (0, 785)	0.4346532209520976
  (0, 541)	0.5366519771260229"
0465037801,0,"  (0, 538)	0.5965370745691615
  (0, 849)	0.6499531825022108
  (0, 378)	0.47085494498806574"
0156177358,0,"  (0, 140)	0.7711061094136727
  (0, 196)	0.6367066577513614"
B000000LXD,1,"  (0, 863)	0.7252348684361064
  (0, 67)	0.688501550909265"
067101966X,0,"  (0, 774)	1.0"
0874212200,0,"  (0, 583)	1.0"
0946719020,0,
0870495569,0,"  (0, 362)	1.0"
0807118516,0,"  (0, 90)	0.5773032201830768
  (0, 554)	0.528365889061263
  (0, 732)	0.6225355244825399"
1740591119,0,"  (0, 594)	0.7013204669782988
  (0, 464)	0.7128461282754793"
1585004847,0,"  (0, 134)	0.43459215307276317
  (0, 711)	0.45554583804563664
  (0, 757)	0.33637132491536204
  (0, 374)	0.42188006842590164
  (0, 93)	0.3557889591164939
  (0, 530)	0.4311535760460778"
0385479670,0,"  (0, 122)	0.7503872216077662
  (0, 143)	0.660998500488297"
0020418205,0,"  (0, 134)	0.4911951230521492
  (0, 40)	0.46774803019784866
  (0, 650)	0.4313359895234936
  (0, 194)	0.48363244437061603
  (0, 39)	0.3463929188504122"
B00008QSA6,1,"  (0, 244)	0.5290457905237362
  (0, 470)	0.46543998937031883
  (0, 174)	0.5143840838008095
  (0, 5)	0.4887588179833426"
B00008QSA5,1,"  (0, 771)	1.0"
0743427084,0,"  (0, 609)	0.6166599838599947
  (0, 850)	0.6186210442746206
  (0, 449)	0.48686596501128415"
0030519993,0,"  (0, 91)	0.7627747466136825
  (0, 617)	0.6466642760570841"
068983571X,0,"  (0, 150)	1.0"
B000001BVH,1,
0393967972,0,"  (0, 813)	0.49699482977440834
  (0, 193)	0.5074539763421096
  (0, 546)	0.5345279430145384
  (0, 253)	0.4580027065517573"
0842332286,0,"  (0, 440)	0.6368972263422842
  (0, 677)	0.6501319058845345
  (0, 876)	0.41435543682742687"
1855329611,0,"  (0, 35)	0.7218131725943153
  (0, 876)	0.45481472377291154
  (0, 845)	0.5216601488600593"
0812932358,0,"  (0, 60)	0.5034388482781281
  (0, 634)	0.45843952021184403
  (0, 2)	0.4617694966533283
  (0, 382)	0.38931817182676776
  (0, 184)	0.2182978195819175
  (0, 803)	0.35203534959447164"
1567180973,0,"  (0, 474)	1.0"
6302888255,3,
B000088E97,1,
0921991436,0,"  (0, 1)	0.5540940298515101
  (0, 881)	0.4904004533924473
  (0, 390)	0.5085560629634015
  (0, 845)	0.44029300723332043"
B000001FQZ,1,
1585421170,0,"  (0, 470)	0.5346800126065061
  (0, 136)	0.5728047010762871
  (0, 204)	0.6212986870612328"
0486229076,0,"  (0, 242)	0.5513726530658019
  (0, 554)	0.4950246303337414
  (0, 883)	0.5634925868631969
  (0, 543)	0.3652600681218029"
0425162591,0,"  (0, 550)	0.767007662611747
  (0, 565)	0.6416379395693996"
0738700940,0,
0064460932,0,"  (0, 602)	1.0"
0064400808,0,"  (0, 224)	0.55849640492068
  (0, 731)	0.5211212455710816
  (0, 850)	0.4611679777573111
  (0, 382)	0.4514847831282384"
0415173965,0,
039952536X,0,"  (0, 829)	0.3500148911844508
  (0, 453)	0.3424182333817629
  (0, 617)	0.3285838237900537
  (0, 714)	0.33737972427621454
  (0, 733)	0.3542826551536188
  (0, 215)	0.3069405231268972
  (0, 798)	0.3358047225725954
  (0, 830)	0.3342767429362677
  (0, 382)	0.3069405231268972"
0310250005,0,"  (0, 112)	0.7134522962867106
  (0, 143)	0.7007038039879758"
0072339918,0,"  (0, 403)	0.591606343448251
  (0, 124)	0.5213581827948617
  (0, 64)	0.6149695761780656"
0521567416,0,"  (0, 418)	1.0"
1889242144,0,"  (0, 166)	0.47677746892640493
  (0, 568)	0.8790240298900428"
B00005QDIH,1,"  (0, 749)	0.6923465640856485
  (0, 679)	0.7215651288683489"
0689818300,0,"  (0, 804)	1.0"
B00000636H,1,"  (0, 821)	0.6654556409529742
  (0, 266)	0.6429413831458695
  (0, 703)	0.37920333300531905"
1861002432,0,"  (0, 72)	0.6847543592123251
  (0, 839)	0.7287739481757826"
B00006JL1Z,1,"  (0, 85)	1.0"
0596000855,0,"  (0, 696)	0.5132817636491875
  (0, 624)	0.5507158639988841
  (0, 124)	0.5413368660502269
  (0, 252)	0.37444394199941494"
0465062792,0,"  (0, 535)	0.6890810110249306
  (0, 344)	0.5658955135790646
  (0, 39)	0.4526915373142577"
078526096X,0,"  (0, 148)	0.5927331364247619
  (0, 252)	0.42403495554745047
  (0, 543)	0.44362272971664013
  (0, 87)	0.5215943434669258"
0486408841,0,"  (0, 755)	0.388600945722252
  (0, 856)	0.4989415542926865
  (0, 253)	0.44338647538207643
  (0, 802)	0.46447806538631253
  (0, 236)	0.4332611113485922"
089206417X,0,"  (0, 310)	0.4816810741332136
  (0, 444)	0.4484098217951847
  (0, 703)	0.29464256280436546
  (0, 12)	0.48572334427206243
  (0, 841)	0.3285448991794684
  (0, 845)	0.3690918812110018"
0152163514,0,"  (0, 450)	0.7872975008389002
  (0, 207)	0.6165733088391211"
0687045479,0,"  (0, 662)	0.37370513638292024
  (0, 751)	0.37042339216681897
  (0, 807)	0.39432278844421315
  (0, 228)	0.37370513638292024
  (0, 126)	0.31048950851339785
  (0, 143)	0.3291880880442331
  (0, 543)	0.4724578911650689"
0793800897,0,"  (0, 538)	0.454251502076125
  (0, 100)	0.3122017248473293
  (0, 539)	0.4753000755112301
  (0, 876)	0.6857663553156831"
0310201551,0,"  (0, 806)	1.0"
0486264734,0,"  (0, 253)	0.5723872365978404
  (0, 802)	0.5996153041828431
  (0, 236)	0.5593159557616827"
0133032310,0,"  (0, 257)	0.6358383742978366
  (0, 572)	0.6082497647548395
  (0, 531)	0.47512291614482954"
0812577949,0,"  (0, 544)	1.0"
0691018162,0,"  (0, 156)	0.6586027556133075
  (0, 875)	0.6093104114432958
  (0, 841)	0.44156905779884464"
B00002067F,1,
B000006QI1,3,"  (0, 90)	1.0"
0446674346,0,"  (0, 526)	1.0"
0802430791,0,"  (0, 884)	0.500664879904203
  (0, 406)	0.5411679553655556
  (0, 211)	0.476702156844468
  (0, 139)	0.478776540544549"
1586480804,0,"  (0, 757)	0.5317775150709627
  (0, 395)	0.662535993917968
  (0, 38)	0.5275023518697164"
0913836087,0,"  (0, 876)	0.7074975947318857
  (0, 449)	0.7067157515214986"
0679760237,0,"  (0, 470)	0.7657850476039144
  (0, 845)	0.6430966186089538"
0064401898,0,
0688123058,0,"  (0, 588)	0.8108928534490858
  (0, 58)	0.5851946515692018"
0960263845,0,"  (0, 386)	0.693873762874546
  (0, 267)	0.7200966610076166"
1557489327,0,"  (0, 288)	1.0"
6303192084,3,"  (0, 659)	0.5061642389444245
  (0, 426)	0.5331693948301632
  (0, 229)	0.5331693948301632
  (0, 459)	0.4186389327889687"
